Glaze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13,Recipe14
Clear Patty's Crystal 2,5,Clear,Untested,Shiny or Glossy,Oxidation,Transparent,gerstley  borate	10.50,Whiting	4.00,neph sy	15.00,Kaolin	5.00,Flint	15.50,Bentonite	2.00,,,,,,,,
Clear semi-mat Glaze,6,Clear,,Satin matt,,Transparent,Pemco frit P-626	20.60,Nepheline syenite	23.90,Wollastonite	13.90,Whiting	4.60,EPK	6.80,Silica	30.30,Bentonite	1.90,,,,,,,
Clear Tracy Wilson's,5 - 6,clear,Untested,shiny,Ox. or Red.,Transparent,Nepheline syenite	45.00,Colemanite	25.00,Kaolin	15.00,Silica	15.00,Bentonite	3.00,,,,,,,,,
Clear Transparent Dinah's,5,Clear,,gloss,,Transparent,Ferro frit 3292	39.90,Ferro frit 3124	39.90,Kentucky OM #4	9.98,Silica (325m)	9.98,Magnesium carbonate	0.25,CMC	0.25,Epsom salts	0.50,,,,,,,
Clear V.C.  2,5 - 6,White,Untested,Glossy,Ox or Red,Transparent,Cornwall Stone	47.40,Gerstley borate	47.40,Ball clay	5.30,Zircopax	5.30,,,,,,,,,,
Colemanite White Glaze,5,mottled cream,Untested,Gloss,oxidation,,Colemanite	31.00,Dolomite	14.00,Kaolin	19.00,Silica	36.00,,,,,,,,,,
cone 6 Ash Glaze,6,,,gloss,,,Cedar Heights Redart	40.00,Ferro frit 3124	30.00,Ash	30.00,Rutile	4.00,,,,,,,,,,
Copper Red,6,,,,,,Kona F-4 feldspar	43.90,Flint	16.30,Whiting	14.30,Ferro frit 3134	13.30,EPK	5.10,Zinc oxide	4.10,Talc	3.10,Tin oxide	2.00,Black copper oxide	1.00,,,,,
Copper Red,6,Opaque Red,Tested,Shiny or Glossy,Reduction,,Potash feldspar	59.81,Frit 3110	11.34,Zinc oxide	5.15,Talc	4.12,Whiting	16.49,EPK	3.09,Copper carbonate	1.03,Tin oxide	2.06,,,,,,
Cornball White,6,white,,,oxidation,,Cornwall Stone	49.23,Kentucky OM #4	22.96,Talc	7.26,Whiting	7.72,Barium carbonate	12.82,,,,,,,,,
Crater glaze,6,,,"texture, craters",,,Talc	25.00,Cryolite	15.00,Silica	30.00,EPK	30.00,Bentonite	2.00,,,,,,,,,
Craters test,6,,,Crater,Oxidation,,Cornwall Stone	25.81,Gerstley borate	1.56,Lithium carbonate	4.75,Dolomite	16.36,Fluorspar	31.73,EPK	1.59,Flint	18.19,,,,,,,
Crawl Bone Ash,6,,,Matt,Oxidation,Opaque,Bone ash	74.40,Cryolite	13.20,Barium carbonate	4.10,F-4 spar	8.30,,,,,,,,,,
Crawl CM Ball,6,White,Untested,Texture,Ox. or Red.,Opaque,Magnesium carbonate	50.00,Nepheline syenite	50.00,,,,,,,,,,,,
Crawl Jamie's,6,,,,Oxidation,,Nepheline syenite	70.00,Magnesium carbonate	30.00,,,,,,,,,,,,
CREAM BREAKING RED,6,buff stoneware,Untested,Semi-gloss,Oxidation,,Gerstley borate	46.70,Kona F-4 feldspar	20.00,Whiting	13.30,Barium carbonate	6.70,Flint	13.30,Tin oxide	17.30,Red iron oxide	4.00,,,,,,,
,,,,,,,Glaze name: Cream Breaking Red,Cone: 6,Color: cream,Testing: ,Surface: ,Firing: ,Recipe:,Gerstley borate	46.70,Kona F-4 feldspar	20.00,Whiting	13.30,Barium carbonate	6.70,Silica	13.30,Tin oxide	17.30,Red iron oxide	2.70
Cream Breaking Red,6,cream,,,,,Gerstley borate	46.70,Kona F-4 feldspar	20.00,Whiting	13.30,Barium carbonate	6.70,Silica	13.30,Tin oxide	17.30,Red iron oxide	2.70,,,,,,,
Creme of Mushroom,6,semi trans light tan,,very glossy,,,Spodumene	10.70,Nepheline syenite	40.70,Whiting	9.60,Flint	23.30,Gerstley borate	7.60,Dolomite	4.80,Zinc oxide	3.40,Rutile	4.00,Red iron oxide	1.00,Bentonite	1.50,Zircopax	10.20,,,
Crystal Matt,5-8,,,Matt,Oxidation,Opaque,Feldspar	36.00,Whiting	9.00,Dolomite	22.00,Flint	28.00,Bentonite	5.00,,,,,,,,,
Crystalline Black,6,black,,matte,,,Dolomite	21.00,Gerstley borate	5.25,Custer feldspar	15.75,Cobalt carbonate	6.00,Copper carbonate	6.00,,,,,,,,,
Crystalline Manganese,5-6,Black,,Metallic,Ox. or Red.,Opaque,Feldspar	51.10,EPK	15.60,Flint	15.60,Whiting	17.80,Red iron oxide	4.40,Manganese dioxide	6.70,,,,,,,,
cullet glaze,2 - 6,green,,glossy,oxidation,,Cullet (container glass)	49.01,Redart clay	6.24,EPK	9.47,Dolomite	2.68,Whiting	21.19,Silica	11.42,,,,,,,,
Cyndi's Revision 5-A,5-6,,,Satin matt,Oxidation,Translucent,Gerstley borate	7.00,Nepheline syenite	19.00,Dolomite	5.00,EPK	12.00,Wollastonite	34.00,Flint	23.00,,,,,,,,
Cyndi's Revision 5-C,5-6,Clear,,Satin matt,Oxidation,Transparent,Gerstley borate	5.00,Nepheline syenite	18.00,EPK	14.00,Dolomite	13.00,Wollastonite	23.00,Flint	28.00,,,,,,,,
D.K. 11,5 - 6,white,Untested,Semi-gloss,Ox. or Red.,Opaque,Custer feldspar	63.00,Whiting	18.00,Zinc oxide	5.00,Talc	5.00,EPK	9.00,Zircopax	12.00,,,,,,,,
D.K. 11 Revised,5 - 6,white,Untested,Semi-gloss,Ox. or Red.,Opaque,Custer feldspar	62.00,Whiting	14.00,Zinc oxide	6.00,Talc	8.00,EPK	10.00,Zircopax	8.00,,,,,,,,
Darby 1,6,,Untested,,Oxidation,,Gerstley borate	17.00,Nepheline syenite	29.00,Barnard clay	54.00,,,,,,,,,,,
Darby 2,6,,Untested,,Oxidation,,Gerstley borate	17.96,Nepheline syenite	22.26,Barnard clay	35.73,Flint	23.85,Soda ash	0.20,,,,,,,,,
Dark Brown Gloss,6,dark brown,Untested,"glossy, shiny",oxidation,,Flint	21.35,Potash feldspar	39.33,Whiting	16.85,Ball clay	11.24,Volcanic ash	11.24,Red iron oxide	12.36,Bentonite	2.25,Titanium dioxide	2.25,,,,,,
Dark Brown Matt,6,dark brown,Untested,matte,oxidation,,Custer feldspar	24.88,Nepheline syenite	17.91,Colemanite	6.97,Whiting	14.93,Kaolin	22.39,Flint	12.94,Manganese dioxide	7.96,Black copper oxide	1.49,,,,,,
DR,6,dark blue to turquoise,,Semi matt,,,Potash feldspar	20.43,Barium carbonate	43.01,Lithium carbonate	5.38,Silica	10.75,Kaolin	20.43,Copper carbonate	7.53,,,,,,,,
Eggshell David Hewitt's,6,White,,satin matt,Oxidation,Translucent,Potash feldspar	48.00,China clay	16.00,Dolomite	15.00,Whiting	10.00,Silica	5.00,PotteryCrafts Frit P2960	5.50,Zinc oxide	0.50,,,,,,,
Ellen's Halloween,5 - 7,Yellow brown green,Untested,Satin to Matt/Soft Matt,Reduction,,Custer feldspar	4240.00,Whiting	1760.00,Barium carbonate	1280.00,EPK	720.00,Yellow ochre	400.00,Rutile	160.00,,,,,,,,
Floating Blue (Clayart),6,blue to green,,,,,Nepheline syenite	47.30,Gerstley borate	27.00,Silica	20.30,EPK	5.40,Red iron oxide	2.00,Cobalt oxide	1.00,Milled rutile	4.00,,,,,,,
Floating Blue (RISD),6,blue to green,Untested,,oxidation,,Nepheline syenite	47.30,Colemanite	27.00,Flint	20.30,Kaolin	5.40,Red iron oxide	2.00,Cobalt oxide	1.00,Rutile	4.00,,,,,,,
Floating Blue (RISD) test question,6,blue to green,Untested,,oxidation,,Nepheline syenite	47.30,Colemanite	27.00,Flint	20.30,Kaolin	5.40,Red iron oxide	2.00,Cobalt oxide	1.00,Rutile	4.00,,,,,,,
Floating Blue Glaze,6,,,,,,Nepheline syenite	47.31,Gerstley borate	27.00,Silica	20.30,EPK	5.40,Red iron oxide	2.00,Cobalt oxide	1.00,CMC	1.00,Rutile (milled)	4.00,,,,,,
Frit 25,5 - 7,clear,,gloss,,,Potash feldspar	34.90,Pemco frit P-25	25.30,Silica	25.30,Whiting	5.80,Gerstley borate	5.10,Kentucky Ball Clay	3.60,,,,,,,,
G 1,5,,Untested,Semi-matt,Ox or Red,,Buckingham feldspar	34.78,Barium	17.39,Frit Pb	8.70,Frit	8.70,Zinc	4.35,,,,,,,,,
G-200 Matt,5,Translucent White,Untested,Matte,Oxidation,,Potash spar	150.00,Zinc oxide	150.00,Flint	90.00,Whiting	40.00,barium carb	36.50,EPK	27.00,Dolomite	6.50,,,,,,,
GDR6,6,Translucent white,,,,,Custer feldspar	32.00,Whiting	14.00,Talc	6.00,Ferro frit 3134	6.00,Kentucky OM #4	17.00,Silica	25.00,,,,,,,,
Gibby's Rutile,6,tan/yellow,,matte,,,Lithium carbonate	10.50,Bone ash	10.50,Nepheline syenite	61.50,#6 Tile clay	17.50,Rutile	10.00,,,,,,,,,
Gloss broken cool browns,6 - 8,broken cool browns,,Gloss,,,Albany slip	50.00,Spodumene	50.00,,,,,,,,,,,,
Gloss Clear,6,,Untested,gloss,oxidation,,Kona Feldspar	18.56,Dolomite	0.36,Gerstley borate	39.56,EPK	22.29,Silica	19.24,,,,,,,,,
Gloss Off-White,6,,,Gloss,Oxidation,Opaque,F-4 spar	45.00,Flint	24.00,Gerstley borate	13.30,Whiting	8.30,Dolomite	6.40,Zinc oxide	4.00,EPK	2.50,,,,,,,
Gloss Parker,5,Clear,,gloss,Oxidation,Transparent,Custer feldspar	43.00,Gerstley borate	20.00,Whiting	2.00,Zinc oxide	3.00,Barium carbonate	6.00,EPK	2.00,Silica	24.00,,,,,,,
Gloss speckled blue-grey,6 - 8,speckled blue-grey,Untested,Gloss,Oxidation,,Albany Slip	47.37,Potash feldspar	28.42,Flint	9.47,Zinc oxide	9.47,Whiting	5.26,Rutile	5.26,,,,,,,,
GLOSS TRANSPARENT,6,clear transparent,Untested,"gloss, shiny",oxidation,,Gerstley borate	50.00,EPK Kaolin	17.50,Flint	32.50,,,,,,,,,,,
Gloss White,4 - 5 - 6 - 7 - 8,white,Untested,"glossy, shiny",oxidation,,Spodumene	12.59,Nepheline syenite	29.95,Whiting	11.37,Flint	27.51,Gerstley borate	8.93,Dolomite	5.69,Zinc oxide	3.96,Bentonite	1.52,Zircopax	10.15,,,,,
Glossy,5 - 6,Opaque White,Untested,Satin,Ox or Red,,Kona F-4 Spar	19.00,Custer feldspar	19.00,Nepheline syenite	19.00,Dolomite	25.00,Whiting	6.00,Kaolin	12.00,Tin oxide	7.50,,,,,,,
GNB11,6,pale blue w/ darker flecks,,dry matt,,,Potash feldspar	55.56,Barium carbonate	41.41,Zinc oxide	3.03,Cobalt carbonate	0.25,Chrome oxide	0.25,,,,,,,,,
GNB7,6,cornflower blue/green,Untested,dry,oxidation,,Potash feldspar	55.56,Barium carbonate	41.41,Zinc oxide	3.03,Titanium dioxide	4.04,Cobalt carbonate	0.51,,,,,,,,,
GNB9,6,mid grey/blue,Untested,dry matt,oxidation,,Potash feldspar	55.56,Barium carbonate	41.41,Zinc oxide	3.03,Cobalt carbonate	1.01,Rutile	5.05,Copper carbonate	2.02,,,,,,,,
Gold Klinesville (Jeff Dietrich),6 - 7,Amber,Untested,Satin matt,Ox. or Red.,,Magnesium carbonate	4.50,Whiting	20.20,Wollastonite	5.60,Nepheline syenite	56.20,Cedar Heights Redart Clay	13.50,Red iron oxide	6.70,Zircopax	12.40,,,,,,,
Gold Metallic,6,"black thin, crinkled gold thick",Untested,matt,Oxidation,Opaque,Red clay	86.70,Ball clay	6.70,Silica	6.70,Manganese dioxide	65.00,Copper oxide	6.70,Cobalt oxide	4.20,,,,,,,,
Gold Metallic Reynold's,6-10,Metallic Bronze,Tested,Satin matt,Ox. or Red.,Opaque,Redart	60.00,Ball clay	5.00,Flint	5.00,Manganese dioxide	45.00,Copper oxide	5.00,Cobalt oxide	5.00,,,,,,,,
Gray Gunmetal,6,Metallic grey,,Gloss,,Opaque,Potash feldspar	42.90,Flint	27.80,EPK	8.00,Whiting	13.90,Zinc oxide	7.40,Cobalt oxide	2.80,Red iron oxide	4.00,Manganese dioxide	2.80,,,,,,
Green Beth's Shiny,5 - 7,light green,Untested,,oxidation,,Nepheline syenite	46.70,Silica	25.00,Gerstley borate	10.90,Ball clay	6.50,Dolomite	10.90,Titanium dioxide	7.60,Bentonite	1.10,Copper carbonate	1.60,,,,,,
Green black matt - Brandeis,6 - 10,green black,,Waxy,Oxidation,Opaque,Nepheline syenite	74.26,Zinc oxide	1.98,Dolomite	4.95,Whiting	2.97,EPK	6.93,Flint (325m)	8.91,Copper carbonate	3.96,Cobalt oxide	2.97,Rutile	9.90,,,,,
,,,,,,,"typewritten pages without an notation of author, found at the student",pottery center at Brandeis University.,Glaze name: Green Bullfrog,Cone: 5,Color: green,Testing: ,Surface: stoney matte,Firing: oxidation,Recipe:,Custer feldspar	47.00,Whiting	7.50,Barium carbonate	10.50,Zinc oxide	6.00,Kentucky OM #4	5.00
Green Bullfrog,5,green,,stoney matte,oxidation,,Custer feldspar	47.00,Whiting	7.50,Barium carbonate	10.50,Zinc oxide	6.00,Kentucky OM #4	5.00,EPK	5.00,Flint	19.00,Copper carbonate	4.00,,,,,,
Green Emerald,6,Green,,gloss,Oxidation,Opaque,Gerstley borate	48.00,EPK	18.60,Silica	31.40,Soda ash	2.00,Chrome oxide	2.00,Cobalt oxide	1.00,,,,,,,,
Green Forrest,6,Green,Untested,satin matt,oxidation,Opaque,Dolomite	19.00,Whiting	3.00,Nepheline syenite	35.00,Ball clay	24.00,Silica	19.00,Chrome oxide	2.00,Cobalt carbonate	1.00,,,,,,,
Green Forrest,6,Green,Untested,satin matt,oxidation,Opaque,Dolomite	19.00,Whiting	3.00,Nepheline syenite	35.00,Ball clay	24.00,Silica	19.00,chrome oxide	2.00,Cobalt carbonate	1.00,,,,,,,
Green Glaze,5,Green,,Satin matt,Oxidation,Opaque,Custer feldspar	60.00,Calcium carbonate	8.00,Zinc oxide	16.00,Flint	16.00,Macaloid	1.00,Nickel carbonate	2.00,Rutile	4.00,,,,,,,
Green Hunter,6,Green,,Satin matt,,Opaque,Silica	8.00,Nepheline syenite	46.00,Spodumene	10.00,Kaolin	12.00,Dolomite	10.00,Gerstley borate	10.00,Zinc oxide	4.00,Copper carbonate	2.50,,,,,,
Green IE4E,6,Green,Untested,Gloss,Ox. or Red.,Opaque,Nepheline syenite	29.70,Silica	29.70,Barium carbonate	17.80,Gerstley borate	9.90,Ball clay	5.90,Whiting	4.00,Zinc oxide	0.50,Lithium carbonate	2.50,Copper carbonate	3.00,Rutile	5.00,Zirconium silicate	8.90,,,
GREEN MANNING,6,dark green,,matte,,,Volcanic ash	34.91,Gerstley borate	7.55,Nepheline syenite	18.87,Whiting	16.04,Kaolin	16.98,Flint	5.66,Copper oxide	3.77,,,,,,,
Green Matt,5,green,,matt,,,Nepheline syenite	40.00,Wollastonite	25.00,Spodumene	12.00,EPK	12.00,Silica	11.00,Copper carbonate	4.00,Bentonite	2.00,,,,,,,
Green Metal Patina Reynolds,6,Green metallic,,,Oxidation,Opaque,Lithium carbonate	39.02,Frit 3124	29.27,Flint	9.76,Superpax	19.51,Copper carbonate	2.00,,,,,,,,,
Green Mexico Point,6,green,Untested,matt,Ox. or Red.,Opaque,Soda feldspar	42.50,Spodumene	17.50,Pioneer kaolin	7.50,Dolomite	17.50,Gerstley borate	15.00,Zircopax	25.00,Copper carbonate	3.12,Bentonite	1.25,,,,,,
Green Mexico Point,6,green,Untested,matt,Ox. or Red.,Opaque,Soda feldspar	42.50,Spodumene	17.50,Pioneer kaolin	7.50,Dolomite	17.50,Gerstley borate	15.00,Zircopax	25.00,Copper carbonate	3.12,Bentonite	1.25,,,,,,
Green Phila,6,green pools black,Untested,matte,reduction,,Nepheline syenite	58.00,Strontium carbonate	26.00,Ball clay	10.00,Silica	5.00,Lithium carbonate	1.00,Rutile	4.00,Copper carbonate	4.00,Bentonite	4.00,Epsom salts	1.00,,,,,
Green Phila,6,green pools black,,Matt,,Opaque,Nepheline syenite	58.00,Strontium carbonate	26.00,Ball clay	10.00,Silica	5.00,Lithium carbonate	1.00,Rutile	4.00,Copper carbonate	4.00,Bentonite	4.00,Epsom salts	1.00,,,,,
Green Randy's,5 - 6,dark green,,glossy,oxidation,,F-4 feldspar	19.08,Potash feldspar	22.76,Kentucky OM #4	10.91,Silica	17.45,Strontium carbonate	13.63,Whiting	9.54,Dolomite	6.62,Tin oxide	4.00,Copper carbonate	6.00,,,,,
Green Sana (C6 revision),6,yellowish green,,satin matte,Oxidation,Opaque,Feldspar	30.00,Whiting	10.00,Gerstley borate	12.00,Strontium carbonate	8.00,Magnesium carbonate	3.00,EPK	5.00,Silica	32.00,Tin oxide	3.00,Copper carbonate	5.00,Rutile	5.00,Bentonite	2.00,,,
Green Sana's (original formula),6 - 10,green,,Satin matt,Oxidation,Opaque,Potash feldspar	30.01,Whiting	9.99,Colemanite	12.00,Barium carbonate	8.00,Magnesium carbonate	3.00,EPK	5.00,Silica	32.00,Tin oxide	3.00,Copper carbonate	5.00,Rutile	5.00,Bentonite	2.06,,,
Green Sana's rev.,4 - 7,green,Untested,matte,ox. or red.,,Potash feldspar	30.90,Whiting	10.30,Colemanite	12.40,Strontium carbonate	5.30,Magnesium carbonate	3.10,EPK	5.10,Silica	32.90,Tin oxide	3.10,Copper carbonate	5.10,Rutile	5.10,Bentonite	2.10,,,
Green Soft with Pink Flecks,6,light green,Untested,gloss,oxidation,,Nepheline syenite	67.00,Dolomite	10.00,EPK	8.00,Silica	9.00,Zinc oxide	6.00,Copper carbonate	3.00,,,,,,,,
Green Sombright 3,6,Green,,Satin matt,Oxidation,Semi-opaque,Custer feldspar	42.45,Whiting	6.60,Strontium carbonate	29.25,Ball clay	12.26,Zinc oxide	9.43,,,,,,,,,
Green Translucent Deep,5 - 6,deep green,Untested,,oxidation,Translucent,Custer feldspar	50.24,Silica	25.12,Whiting	9.05,Dolomite	5.03,Gerstley borate	7.54,Zinc oxide	3.02,Copper carbonate	7.04,,,,,,,
"Green, Randy's",5 - 6,dark green,,glossy,oxidation,,F-4 feldspar	19.08,Potash feldspar	22.76,Kentucky OM #4	10.91,Silica	17.45,Strontium carbonate	13.63,Whiting	9.54,Dolomite	6.62,Tin oxide	4.00,Copper carbonate	6.00,,,,,
Green-Black Pete's,6,Green,,Satin matt,Oxidation,Opaque,Frit 3134	4.30,Nepheline syenite	29.30,Spodumene	27.20,Strontium carbonate	17.80,Grolleg	12.00,Silica	8.00,Lithium carbonate	1.40,Copper carbonate	5.00,Titanium dioxide	5.00,,,,,
Grey,2 - 5,grey,Untested,,Ox. or Red.,,G-200 feldspar	47.90,Whiting	7.20,Barium carbonate	9.00,Zinc oxide	7.20,Talc	2.40,Ball clay	4.80,Silica	21.60,,,,,,,
GTB Clear,6,,Untested,,Ox. or Red.,,Nepheline syenite	39.00,Gerstley borate	27.00,Silica	18.00,Whiting	8.00,EPK	8.00,,,,,,,,,
Gun Metal,6,grey metallic,,metallic,?,opaque,Frit P-25	27.00,Gerstley borate	15.00,Spodumene	40.00,EPK	18.00,Tin oxide	6.80,Copper carbonate	4.80,,,,,,,,
Happy,5,White,,Gloss,Oxidation,Translucent,Cornwall Stone	50.00,Ball clay	12.00,Dolomite	20.00,Bone ash	10.00,Lithium carbonate	8.00,Rutile	4.00,Zircopax	4.00,,,,,,,
Honey Amber,5 - 6,clear yellow,,glossy,,,Dolomite	20.00,Ferro frit 3134	20.00,Spodumene	20.00,Kentucky OM #4	20.00,Flint	20.00,Bentonite	2.00,Manganese dioxide	3.00,Red iron oxide	5.00,,,,,,
Honey Lucas,6,Brown,,,Salt - Soda,,Custer feldspar	11.80,Ball clay	29.40,Silica	29.40,Whiting	29.40,Red iron oxide	17.60,,,,,,,,,
HOPS #2,6,varies,,,,,Custer feldspar	30.00,Silica (325m)	20.00,Whiting (Hubercarb)	15.00,EPK	10.00,Gerstley borate	25.00,Superpax (Tam)	10.00,,,,,,,,
IE 13 A,6,"pale green/tan, darker",Untested,"Shiny, glossy",Oxidation,,Nepheline syenite	36.36,Dolomite	18.18,Silica	18.18,Kaolin	18.18,Bone ash	5.45,Zinc oxide	3.64,Copper carbonate	1.82,,,,,,,
IE 130 D,6,pale blue w/speckles,Untested,dry matt,Oxidation,,Barium carbonate	36.73,Nepheline syenite	59.19,Ball clay	4.08,Tin oxide	10.20,Cobalt oxide	0.51,,,,,,,,,
IE 149,6,brilliant pale yellow,,Dry matt,,,Potash feldspar	34.69,Silica	41.84,Whiting	17.35,Ball clay	6.12,Praseodymium oxide	10.20,Zircon	5.10,,,,,,,,
IE 149,6,brilliant pale yellow,,Dry matt,,,Potash feldspar	34.69,Silica	41.84,Whiting	17.35,Ball clay	6.12,Praseodymium oxide	10.20,Zircon	5.10,,,,,,,,
IE 157 PINK,6,"red/pink, purple/mauve",Untested,,Oxidation,,Gerstley borate	21.00,Nepheline syenite	16.00,Kaolin	11.00,Whiting	20.00,Silica	32.00,Tin oxide	5.00,Chrome Oxide	0.15,,,,,,,
IE 157 PINK,6,"red/pink, purple/mauve",Untested,,Oxidation,,Gerstley borate	21.00,Nepheline syenite	16.00,Kaolin	11.00,Whiting	20.00,Silica	32.00,Tin oxide	5.00,Chrome Oxide	0.15,,,,,,,
IE 2 A,6,"cornflower blue, speckles",,semi matt,,,Nepheline syenite	35.99,Barium carbonate	22.62,Silica	14.40,Gerstley borate	10.28,Zirconium silicate	9.25,Kaolin	5.14,Lithium carbonate	2.06,Zinc oxide	0.26,Cobalt oxide	1.54,Rutile	0.51,,,,
IE 30 B,6,pale blue w/ speckles,Untested,dry matt,Oxidation,,Barium carbonate	36.73,Nepheline syenite	59.19,Ball clay	4.08,Cobalt oxide	0.51,,,,,,,,,,
IE 30 F,6,off white to pale turquoise,,dry matt,,,Barium carbonate	36.73,Nepheline syenite	59.19,Ball clay	4.08,Copper carbonate	2.04,,,,,,,,,,
IE 30 O,6,blue green?,,Dry matte,,,Barium carbonate	36.73,Nepheline syenite	59.19,Ball clay	4.08,Titanium dioxide	3.57,Cobalt carbonate	0.51,,,,,,,,,
IE 30M,6,"grey, green / orange yellow if",,Dry matte,,,Barium carbonate	36.73,Nepheline syenite	59.19,Ball clay	4.08,Copper carbonate	3.06,Rutile	3.06,,,,,,,,,
IE 30N,6,mid blue to dark blue,Untested,Dry matte,Oxidation,,Barium carbonate	38.00,Nepheline syenite	58.00,Ball clay	4.00,Titanium dioxide	3.50,Cobalt oxide	1.50,,,,,,,,,
IE 35,6,cream white,Untested,,Oxidation,,Potash feldspar	45.00,Whiting	10.00,Zinc oxide	10.00,Kaolin	10.00,Silica	25.00,,,,,,,,,
IE 4,6,with 0.25 Cobalt Carbonate = st,Untested,"shiny, glossy",oxidation,,Nepheline syenite	27.40,Gerstley borate	9.13,Barium carbonate	16.44,Ball clay	5.48,Whiting	3.65,Lithium carbonate	1.83,Silica	27.40,Zinc oxide	0.46,Zirconium silicate	8.22,,,,,
IE 4 E,6,"frosty, pastel, pale blue",Untested,semi matt,oxidation,,Nepheline syenite	38.46,Gerstley borate	9.62,Whiting	3.85,Lithium carbonate	1.92,Barium carbonate	17.31,Silica	28.85,Copper carbonate	1.92,Tin oxide	7.69,Zirconium silicate	11.54,,,,,
IE 4 E,6,"frosty, pastel, pale blue",Untested,semi matt,oxidation,,Nepheline syenite	38.46,Gerstley borate	9.62,Whiting	3.85,Lithium carbonate	1.92,Barium carbonate	17.31,Silica	28.85,Copper carbonate	1.92,Tin oxide	7.69,Zirconium silicate	11.54,,,,,
IE 40,6,white,,Semi matt,,,Nepheline syenite	25.45,Zinc oxide	13.64,Gerstley borate	11.82,Kaolin	7.27,Silica	32.73,Magnesium carbonate	9.09,,,,,,,,
IE 40,6,white,Untested,Semi matt,Oxidation,,Nepheline syenite	25.45,Zinc oxide	13.64,Gerstley borate	11.82,Kaolin	7.27,Silica	32.73,Magnesium carbonate	9.09,,,,,,,,
IE 41,6,very white,Untested,"shiny, glossy",Oxidation,,Nepheline syenite	38.46,Magnesium carbonate	4.40,Zinc oxide	14.29,Kaolin	3.30,Silica	39.56,,,,,,,,,
IE 42,6,white,Untested,"shiny, glossy",Oxidation,,Potash feldspar	49.00,Lithium carbonate	3.00,Zinc oxide	11.00,Whiting	5.00,Kaolin	16.00,Silica	16.00,,,,,,,,
IE 43,6,pale coffee brown,Untested,Semi matt,Oxidation,,Potash feldspar	26.32,Barium carbonate	41.05,Zinc oxide	15.79,Lithium carbonate	2.11,Silica	14.74,Nickel Oxide	4.21,,,,,,,,
IE 44,6,dark blue with paler blue,Untested,"Shiny, glossy",Oxidation,,Potash feldspar	27.37,Barium carbonate	25.26,Zinc oxide	28.42,Lithium carbonate	2.11,Silica	16.84,Nickel Oxide	4.21,,,,,,,,
IE 45,6,beige/blue w/dark red/brown,Untested,Semi matt,Oxidation,,Potash feldspar	21.88,Zinc oxide	21.88,Barium carbonate	31.25,Lithium carbonate	4.17,Kaolin	3.12,Silica	17.71,Nickel Oxide	4.17,,,,,,,
IE 49,6,white,,"Shiny, glossy",,,Potash feldspar	34.69,Whiting	17.35,Ball clay	6.12,Silica	41.84,,,,,,,,,,
IE 50,6,"clear, transparent",,"Shiny, glossy",,,Potash feldspar	38.18,Zinc oxide	10.91,Kaolin	13.45,Silica	24.09,Whiting	13.36,,,,,,,,,
IE 52,6,dark green/blue,,semi matt,,,Dolomite	19.00,Whiting	3.00,Nepheline syenite	35.00,Ball clay	24.00,Silica	19.00,Chromium oxide	2.00,Cobalt carbonate	1.00,,,,,,,
IE 6,6,"pale blue with darker flecks, da",Untested,semi matt,oxidation,,Nepheline syenite	33.15,Wollastonite	22.10,Gerstley borate	19.89,Ball clay	11.05,Barium carbonate	11.05,Lithium carbonate	2.76,Zirconium silicate	9.94,Cobalt oxide	1.10,,,,,,
IE 68,6,"nice coffee, pale brown with cr",Untested,semi matt,oxidation,,Nepheline syenite	56.18,Red clay	13.48,Wollastonite	5.62,Whiting	20.23,Magnesium carbonate	4.49,Zirconium silicate	12.36,Red iron oxide	6.74,,,,,,,
IE 76,6,very pale pink,,semi matt,,,Nepheline syenite	46.43,Whiting	21.43,Gerstley borate	8.93,Lithium carbonate	17.86,Barium carbonate	5.36,Silica	78.55,Tin oxide	7.14,Rutile	5.36,,,,,,
IE 77,6,dark orange brown.,Untested,shiny,oxidation,,Potash feldspar	40.00,Zinc oxide	4.00,Dolomite	3.00,Whiting	15.00,Kaolin	5.00,Silica	33.00,Red iron oxide	4.00,Chrome Oxide	0.50,,,,,,
IE 78,6,Cream white,Untested,semi matt,oxidation,,Potash feldspar	46.67,Whiting	20.00,Zinc oxide	11.11,Dolomite	5.56,Kaolin	11.11,Silica	5.56,Tin oxide	4.44,,,,,,,
IE 8,6,"pale blue with darker flecks, t",Untested,semi matt,oxidation,,Nepheline syenite	32.26,Ball clay	21.51,Wollastonite	19.35,Gerstley borate	10.75,Barium carbonate	10.75,Zinc oxide	3.23,Lithium carbonate	2.15,Zirconium silicate	7.53,Copper carbonate	2.15,,,,,
IE 82,6,"dark blue, even darker where th",,semi matt,,,Soda feldspar	39.00,Kaolin	5.00,Zinc oxide	18.00,Barium carbonate	28.00,Silica	10.00,Nickel oxide	1.50,,,,,,,,
IE 84,6,off white with a faint hint of,,"shiny, glossy",,,Potash feldspar	38.18,Kaolin	13.64,Whiting	13.64,Zinc oxide	10.91,Silica	23.64,Tin oxide	9.09,Chrome oxide	0.45,,,,,,,
